PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,close,open,volume,high,low
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32,0,0,SOTON/O.Q. 392078,8.05,E10,S,106.22,107,13103910,107.25,106.06
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28,0,0,110564,26.55,C52,S,107.26,106.42,17149240,107.74,106.25
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1,0,376564,16.1,,S,105.93,105.02,13045160,105.98,104.53
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42,1,0,SC/AH 3085,26,,S,105.02,104.74,6512134,105.32,104.5
434,0,3,"Kallio, Mr. Nikolai Erland",male,17,0,0,STON/O 2. 3101274,7.125,,S,104.63,105.89,19571550,106.11,103.86
435,0,1,"Silvey, Mr. William Baird",male,50,1,0,13507,55.9,E44,S,105.51,105.22,14584780,105.6601,104.81
436,1,1,"Carter, Miss. Lucile Polk",female,14,1,2,113760,120,B96 B98,S,104.77,104.91,16105710,105.15,103.6
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21,2,2,W./C. 6608,34.375,,S,104.04,106.08,35810840,106.59,103.97
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24,2,3,29106,18.75,,S,106.22,107.49,21580540,107.75,106.13
439,0,1,"Fortune, Mr. Mark",male,64,1,4,19950,263,C23 C25 C27,S,106.79,105.37,22095830,107.09,104.19
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31,0,0,C.A. 18723,10.5,,S,104.55,105.3,21697070,105.8,104.28
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45,1,1,F.C.C. 13529,26.25,,S,104.66,102.285,24693110,104.74,101.46
442,0,3,"Hampe, Mr. Leon",male,20,0,0,345769,9.5,,S,102.12,104.15,26357790,104.34,101.91
443,0,3,"Petterson, Mr. Johan Emil",male,25,1,0,347076,7.775,,S,105.42,105.05,17435630,106.4,104.41
444,1,2,"Reynaldo, Ms. Encarnacion",female,28,0,0,230434,13,,S,104.6,106.18,23468200,106.44,103.55
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,,0,0,65306,8.1125,,S,106.49,104,20376290,106.91,103.95
446,1,1,"Dodge, Master. Washington",male,4,0,2,33638,81.8583,A34,S,105.61,106.48,15447530,106.83,104.66
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13,0,1,250644,19.5,,S,106.18,104.81,21212310,107.73,104.11
448,1,1,"Seward, Mr. Frederic Kimber",male,34,0,0,113794,26.55,,S,104.38,106.27,23193110,106.85,103.35
449,1,3,"Baclini, Miss. Marie Catherine",female,5,2,1,2666,19.2583,,C,106.07,107,24334420,107.92,105.79
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52,0,0,113786,30.5,C104,S,107.12,104.83,22743200,107.15,104.5
451,0,2,"West, Mr. Edwy Arthur",male,36,1,2,C.A. 34651,27.75,,S,104.24,105.84,20055950,106.0999,103.75
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,,1,0,65303,19.9667,,S,105.45,105.78,5913066,105.96,104.86
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30,0,0,113051,27.75,C111,C,105.41,106.33,15140370,106.6,105.1
454,1,1,"Goldenberg, Mr. Samuel L",male,49,1,0,17453,89.1042,C92,C,105.74,106,23512790,106.49,104.39
455,0,3,"Peduzzi, Mr. Joseph",male,,0,0,A/5 2817,8.05,,S,106.95,107.19,19740130,107.468,106.08
456,1,3,"Jalsevac, Mr. Ivan",male,29,0,0,349240,7.8958,,C,107.32,106.84,22102030,107.87,106.62
457,0,1,"Millet, Mr. Francis Davis",male,65,0,0,13509,26.55,E38,S,106.26,107.36,25492640,107.73,105.95
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,,1,0,17464,51.8625,D21,S,107.77,105.8,23797450,107.88,105.39
459,1,2,"Toomey, Miss. Ellen",female,50,0,0,F.C.C. 13531,10.5,,S,105.13,104.62,26774350,106.2,104.14
460,0,3,"O'Connor, Mr. Maurice",male,,0,0,371060,7.75,,Q,104.04,103.32,49256510,104.17,100.47
461,1,1,"Anderson, Mr. Harry",male,48,0,0,19952,26.55,E12,S,103.95,107.71,30161510,108.25,103.83
462,0,3,"Morley, Mr. William",male,34,0,0,364506,8.05,,S,108.02,108.48,20852000,109.39,108
463,0,1,"Gee, Mr. Arthur H",male,47,0,0,111320,38.5,E63,S,109.01,108.27,25023690,109.87,107.11
464,0,2,"Milling, Mr. Jacob Christian",male,48,0,0,234360,13,,S,107.91,105.96,24999520,108.15,105.24
465,0,3,"Maisner, Mr. Simon",male,,0,0,A/S 2816,8.05,,S,106.49,107,26354740,108.25,105.86
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38,0,0,SOTON/O.Q. 3101306,7.05,,S,107.095,108.04,35046680,108.74,105.91
467,0,2,"Campbell, Mr. William",male,,0,0,239853,0,,S,108.76,108.8,63142550,110.65,107.95
468,0,1,"Smart, Mr. John Montgomery",male,56,0,0,113792,26.55,,S,103.94,103.19,41832160,104.14,102.48
469,0,3,"Scanlan, Mr. James",male,,0,0,36209,7.725,,Q,102.58,103.22,21178920,103.65,102.4
470,1,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,,C,103.31,102.46,23972130,103.47,101.18
471,0,3,"Keefe, Mr. Arthur",male,,0,0,323592,7.25,,S,101.97,104.51,33436740,104.72,101.65
472,0,3,"Cacic, Mr. Luka",male,38,0,0,315089,8.6625,,S,104.88,103.96,20157920,105.12,103.52
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33,1,2,C.A. 34651,27.75,,S,104.2,103.9,24053690,104.48,102.92
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23,0,0,SC/AH Basle 541,13.7917,D,C,103.7,102.94,23741160,104.1,102.4
475,0,3,"Strandberg, Miss. Ida Sofia",female,22,0,0,7553,9.8375,,S,103.77,102.2,25912180,103.81,101.55
476,0,1,"Clifford, Mr. George Quincy",male,,0,0,110465,52,A14,S,102.19,101.91,42754060,102.85,100.16
477,0,2,"Renouf, Mr. Peter Henry",male,34,1,0,31027,21,,S,99.67,97.79,25971110,99.73,97.55
478,0,3,"Braund, Mr. Lewis Richard",male,29,1,0,3460,7.0458,,S,97.11,97.37,21971730,98.18,96.47
479,0,3,"Karlsson, Mr. Nils August",male,22,0,0,350060,7.5208,,S,97,98.73,30824330,99.59,96.56
480,1,3,"Hirvonen, Miss. Hildur E",female,2,0,1,3101298,12.2875,,S,98.47,97.18,23605470,98.57,96.92
481,0,3,"Goodwin, Master. Harold Victor",male,9,5,2,CA 2144,46.9,,S,97.54,96.18,25370980,97.59,95.35
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,,0,0,239854,0,,S,95.96,94.99,27499010,96.3,94.9
483,0,3,"Rouse, Mr. Richard Henry",male,50,0,0,A/5 3594,8.05,,S,94.07,94.08,19197310,95.2,93.61
484,1,3,"Turkula, Mrs. (Hedwig)",female,63,0,0,4134,9.5875,,S,94.12,93.66,19406320,95.37,93.55
485,1,1,"Bishop, Mr. Dickinson H",male,25,1,0,11967,91.0792,B49,C,94.26,93.32,18396970,94.6,92.67
486,0,3,"Lefebre, Miss. Jeannie",female,,3,1,4133,25.4667,,S,93.24,92.9,19979290,93.74,92.239
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35,1,0,19943,90,C93,S,92.47,91.89,27237050,93.22,90.47
488,0,1,"Kent, Mr. Edward Austin",male,58,0,0,11771,29.7,B37,C,92.4,93.11,24094490,93.66,91.37
489,0,3,"Somerton, Mr. Francis William",male,30,0,0,A.5. 18509,8.05,,S,92.8,94.08,22459730,94.17,92.34
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9,1,1,C.A. 37671,15.9,,S,94.01,92.94,27258120,94.27,92.66
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,,1,0,65304,19.9667,,S,92.07,88.9,37672130,92.2,88.37
492,0,3,"Windelov, Mr. Einar",male,21,0,0,SOTON/OQ 3101317,7.25,,S,90.95,90.05,29219020,90.95,88.36
493,0,1,"Molson, Mr. Harry Markland",male,55,0,0,113787,30.5,C30,S,89.9,88.44,36113040,90.02,88.01
494,0,1,"Artagaveytia, Mr. Ramon",male,71,0,0,PC 17609,49.5042,,C,86.67,89.1,42212360,90.06,85.72
495,0,3,"Stanley, Mr. Edward Roland",male,21,0,0,A/4 45380,8.05,,S,89.21,92.08,41060880,92.29,88.18
496,0,3,"Yousseff, Mr. Gerious",male,,0,0,2627,14.4583,,C,92.77,95.79,28910510,95.85,92.06
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54,1,0,36947,78.2667,D20,C,94.41,93.06,29037890,94.765,92.24
498,0,3,"Shellard, Mr. Frederick William",male,,0,0,C.A. 6212,15.1,,S,93.97,93.4,21672220,94.32,92.8
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25,1,2,113781,151.55,C22 C26,S,92.96,93.77,36834600,94.68,91.92
500,0,3,"Svensson, Mr. Olof",male,24,0,0,350035,7.7958,,S,95.55,94.62,28760280,96.49,94.52
501,0,3,"Calic, Mr. Petar",male,17,0,0,315086,8.6625,,S,94.4,93.2,62232280,95.19,93.05
502,0,3,"Canavan, Miss. Mary",female,21,0,0,364846,7.75,,Q,94.34,93.37,27716330,95.51,92.9
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,,0,0,330909,7.6292,,Q,93.45,92.9,16265640,93.6,92.63
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37,0,0,4135,9.5875,,S,92.9,92.37,18820730,93.25,91.79
505,1,1,"Maioni, Miss. Roberta",female,16,0,0,110152,86.5,B79,S,92.31,92.31,20108630,92.62,91.6
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18,1,0,PC 17758,108.9,C65,C,92.05,91.68,21102320,92.08,91.13
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33,0,2,26360,26,,S,91.98,90.07,26392490,92.06,89.63
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,,0,0,111427,26.55,,S,90.44,90.78,32482750,91.98,90.17
509,0,3,"Olsen, Mr. Henry Margido",male,28,0,0,C 4001,22.525,,S,89.53,89.69,26935820,90.24,88.83
510,1,3,"Lang, Mr. Fang",male,26,0,0,1601,56.4958,,S,88.26,87.2,27277250,88.39,86.7
511,1,3,"Daly, Mr. Eugene Patrick",male,29,0,0,382651,7.75,,Q,88.15,89.76,26954140,89.82,87.73
512,0,3,"Webber, Mr. James",male,,0,0,SOTON/OQ 3101316,8.05,,S,89.89,88.81,27010970,89.89,87.63
513,1,1,"McGough, Mr. James Robert",male,36,0,0,PC 17473,26.2875,E25,S,87.23,86.85,35958020,89.39,86.5
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54,1,0,PC 17603,59.4,,C,89.43,90.6,32771380,91.05,88.89
515,0,3,"Coleff, Mr. Satio",male,24,0,0,349209,7.4958,,S,91.01,89.88,33174580,91.48,89.792
516,0,1,"Walker, Mr. William Anderson",male,47,0,0,36967,34.0208,D46,S,89.73,89.1,42290120,90.06,87.19
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34,0,0,C.A. 34260,10.5,F33,S,87.19,85.95,44994100,87.46,83.26
518,0,3,"Ryan, Mr. Patrick",male,,0,0,371110,24.15,,Q,83,86.95,51860780,87.67,83
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36,1,0,226875,26,,S,82.09,77.03,83487210,87.14,72
520,0,3,"Pavlovic, Mr. Stefo",male,32,0,0,349242,7.8958,,S,86.06,87.52,62473650,89.18,85.61
521,1,1,"Perreault, Miss. Anne",female,30,0,0,12749,93.5,B73,S,90.56,93.54,44415420,94.77,90.46
522,0,3,"Vovk, Mr. Janko",male,22,0,0,349252,7.8958,,S,95.31,94.63,23176290,96.1,94.161
523,0,3,"Lahoud, Mr. Sarkis",male,,0,0,2624,7.225,,C,95.17,94.08,22222720,95.85,94.04
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44,0,1,111361,57.9792,B18,C,93.93,94.42,18284030,94.46,93.39
525,0,3,"Kassem, Mr. Fared",male,,0,0,2700,7.2292,,C,94.42,93.54,15904340,94.72,93.21
526,0,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,,Q,93.43,94.05,17398890,94.73,93.35
527,1,2,"Ridsdale, Miss. Lucy",female,50,0,0,W./C. 14258,10.5,,S,94.19,92.7,27075100,94.44,91.19
528,0,1,"Farthing, Mr. John",male,,0,0,PC 17483,221.7792,C95,S,93.62,93.73,22244980,94.76,92.9006
529,0,3,"Salonen, Mr. Johan Werner",male,39,0,0,3101296,7.925,,S,94.15,95.68,21461830,95.9,93.63
530,0,2,"Hocking, Mr. Richard George",male,23,2,1,29104,11.5,,S,94.3,95.38,23141300,95.4,93.61
531,1,2,"Quick, Miss. Phyllis May",female,2,1,1,26360,26,,S,95.12,97.18,42205860,98.74,94.42
532,0,3,"Toufik, Mr. Nakli",male,,0,0,2641,7.2292,,C,96.44,95.25,29718020,97.09,95.18
533,0,3,"Elias, Mr. Joseph Jr",male,17,1,1,2690,7.2292,,C,94.06,93.79,20050730,94.73,93.33
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0,2,2668,22.3583,,C,94.14,93.53,29262980,95.08,92.8
535,0,3,"Cacic, Miss. Marija",female,30,0,0,315084,8.6625,,S,94.01,94.95,46386320,96.33,93.95
536,1,2,"Hart, Miss. Eva Miriam",female,7,0,2,F.C.C. 13529,26.25,,S,95.21,94.91,86021630,95.81,91.8
537,0,1,"Butt, Major. Archibald Willingham",male,45,0,0,113050,26.55,B38,S,96.99,96.32,61383310,97.28,94.74
538,1,1,"LeRoy, Miss. Bertha",female,30,0,0,PC 17761,106.425,,C,95.29,94.84,34826750,95.56,93.31
539,0,3,"Risien, Mr. Samuel Beard",male,,0,0,364498,14.5,,S,94.17,96.58,38428000,96.61,93.8301
540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22,0,2,13568,49.5,B39,C,96.95,97.35,33351170,97.76,95.88
541,1,1,"Crosby, Miss. Harriet R",female,36,0,2,WE/P 5735,71,B22,S,95.44,96.96,29281230,97.45,94.81
542,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9,4,2,347082,31.275,,S,97.04,96.74,28196110,97.58,95.92
543,0,3,"Andersson, Miss. Sigrid Elisabeth",female,11,4,2,347082,31.275,,S,98.39,98.95,39163900,99.24,97.1427
544,1,2,"Beane, Mr. Edward",male,32,1,0,2908,26,,S,97.91,95.85,54786320,98.6,95.36
545,0,1,"Douglas, Mr. Walter Donald",male,50,1,0,PC 17761,106.425,C86,C,94.97,92.55,53767930,95.39,92.54
546,0,1,"Nicholson, Mr. Arthur Ernest",male,64,0,0,693,26,,S,90.85,90.28,21417840,90.86,89.77
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19,1,0,2908,26,,S,89.76,90,30818700,90.99,89.42
548,1,2,"Padro y Manent, Mr. Julian",male,,0,0,SC/PARIS 2146,13.8625,,C,89.68,90.46,26568630,90.8,89.65
549,0,3,"Goldsmith, Mr. Frank John",male,33,1,1,363291,20.525,,S,90.1,88.66,29682360,90.22,88.42
550,1,2,"Davies, Master. John Morgan Jr",male,8,1,1,C.A. 33112,36.75,,S,87.95,87.35,23191120,88.22,86.77
551,1,1,"Thayer, Mr. John Borland Jr",male,17,0,2,17421,110.8833,C70,C,85.88,86.73,23237200,87.6,85.6499
552,0,2,"Sharp, Mr. Percival James R",male,27,0,0,244358,26,,S,85.65,86.29,24351990,86.75,85.445
553,0,3,"O'Brien, Mr. Timothy",male,,0,0,330979,7.8292,,Q,87.22,87.8,33023960,87.85,85.231
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22,0,0,2620,7.225,,C,87.55,86.49,24592870,88.1846,86.39
555,1,3,"Ohman, Miss. Velin",female,22,0,0,347085,7.775,,S,87.285,87.4,16875000,87.44,86.3401
556,0,1,"Wright, Mr. George",male,62,0,0,113807,26.55,,S,86.91,86.77,25198260,87.95,86.49
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48,1,0,11755,39.6,A16,C,85.765,86.6,23195430,86.7,85.57
558,0,1,"Robbins, Mr. Victor",male,,0,0,PC 17757,227.525,,C,85.8,86.61,35869530,87.5,85.73
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39,1,1,110413,79.65,E67,S,88.01,88.12,38185770,88.34,86.8283
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36,1,0,345572,17.4,,S,87.98,89.26,27245480,89.4,87.835
561,0,3,"Morrow, Mr. Thomas Rowan",male,,0,0,372622,7.75,,Q,88.86,87.66,41337040,89.25,87.45
562,0,3,"Sivic, Mr. Husein",male,40,0,0,349251,7.8958,,S,87.88,84.96,50336830,87.97,84.76
563,0,2,"Norman, Mr. Robert Douglas",male,28,0,0,218629,13.5,,S,84.74,83.41,29076040,84.97,83.31
564,0,3,"Simmons, Mr. John",male,,0,0,SOTON/OQ 392082,8.05,,S,82.51,82.83,23337800,82.98,82.12
565,0,3,"Meanwell, Miss. (Marion Ogden)",female,,0,0,SOTON/O.Q. 392087,8.05,,S,82.905,81.64,26726860,83.19,81.57
566,0,3,"Davies, Mr. Alfred J",male,24,2,0,A/4 48871,24.15,,S,81.79,81.76,18326140,82.22,81.34
567,0,3,"Stoytcheff, Mr. Ilia",male,19,0,0,349205,7.8958,,S,81.06,80.82,13673040,81.51,80.45
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29,0,4,349909,21.075,,S,80.71,80.55,18782870,80.93,80.07
569,0,3,"Doharr, Mr. Tannous",male,,0,0,2686,7.2292,,C,81.53,81.37,11403090,82.09,81.2
570,1,3,"Jonsson, Mr. Carl",male,32,0,0,350417,7.8542,,S,81.83,82.31,18619240,82.9,81.36
571,1,2,"Harris, Mr. George",male,62,0,0,S.W./PP 752,10.5,,S,82.16,80.83,21485920,82.6,80.81
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53,2,0,11769,51.4792,C101,S,80.67,80.6,16443310,81.19,79.32
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36,0,0,PC 17474,26.3875,E25,S,80.67,81.82,16882270,82,80.13
574,1,3,"Kelly, Miss. Mary",female,,0,0,14312,7.75,,Q,82.14,81.87,16087280,82.46,81.51
575,0,3,"Rush, Mr. Alfred George John",male,16,0,0,A/4. 20589,8.05,,S,82.05,82.14,20825910,82.95,81.51
576,0,3,"Patchett, Mr. George",male,19,0,0,358585,14.5,,S,82.44,81.35,31633300,82.53,81.25
577,1,2,"Garside, Miss. Ethel",female,34,0,0,243880,13,,S,80.445,79.76,18900690,81.35,79.56
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39,1,0,13507,55.9,E44,S,80.29,79.3,18106110,80.38,78.66
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",female,,1,0,2689,14.4583,,C,79.19,79.95,16111570,80.07,78.88
580,1,3,"Jussila, Mr. Eiriik",male,32,0,0,STON/O 2. 3101286,7.925,,S,80.145,80.25,11974610,81.0745,80
581,1,2,"Christy, Miss. Julie Rachel",female,25,1,1,237789,30,,S,80.55,79.6,14132160,80.66,79.43
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39,1,1,17421,110.8833,C68,C,79.335,80.43,16271510,80.6,79.08
583,0,2,"Downton, Mr. William James",male,54,0,0,28403,26,,S,80.54,80.35,19547070,81.31,80.25
584,0,1,"Ross, Mr. John Hugo",male,36,0,0,13049,40.125,A10,C,80.48,80.19,13376150,80.92,80.08
585,0,3,"Paulner, Mr. Uscher",male,,0,0,3411,8.7125,,C,80.55,80.47,23024330,81.1,79.46
586,1,1,"Taussig, Miss. Ruth",female,18,0,2,110413,79.65,E68,S,80.63,81.25,17943450,81.69,80.55
587,0,2,"Jarvis, Mr. John Denzil",male,47,0,0,237565,15,,S,80.88,80.33,21560230,81.38,80.23
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60,1,1,13567,79.2,B41,C,80.42,81.41,27029540,81.52,80.18
589,0,3,"Gilinski, Mr. Eliezer",male,22,0,0,14973,8.05,,S,81.37,78.94,49376110,81.845,78.67
590,0,3,"Murdlin, Mr. Joseph",male,,0,0,A./5. 3235,8.05,,S,78.44,77.72,21485710,78.53,77.65
591,0,3,"Rintamaki, Mr. Matti",male,35,0,0,STON/O 2. 3101273,7.125,,S,77.46,77.87,21249920,77.89,76.79
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52,1,0,36947,78.2667,D20,C,78.01,78.48,18826100,79.03,77.93
593,0,3,"Elsbury, Mr. William James",male,47,0,0,A/5 3902,7.25,,S,78.51,79.1,19921440,79.23,78.03
594,0,3,"Bourke, Miss. Mary",female,,0,2,364848,7.75,,Q,78.425,78,19727740,78.94,77.56
595,0,2,"Chapman, Mr. John Henry",male,37,1,0,SC/AH 29037,26,,S,78.1,77.97,28610160,78.81,77.05
596,0,3,"Van Impe, Mr. Jean Baptiste",male,36,1,1,345773,24.15,,S,77.56,78.55,22243130,78.8,77.22
597,1,2,"Leitch, Miss. Jessie Wills",female,,0,0,248727,33,,S,78.81,79.33,14664320,79.69,78.6301
598,0,3,"Johnson, Mr. Alfred",male,49,0,0,LINE,0,,S,78.99,79.24,22811310,79.76,78.11
599,0,3,"Boulos, Mr. Hanna",male,,0,0,2664,7.225,,C,78.77,80.01,28924470,80.96,78.32
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49,1,0,PC 17485,56.9292,A20,C,80.465,80.01,26400340,81.39,79.52
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24,2,1,243847,27,,S,80.68,81.83,23724520,81.9,80.23
602,0,3,"Slabenoff, Mr. Petco",male,,0,0,349214,7.8958,,S,81.91,81.87,25401050,82.93,81.63
603,0,1,"Harrington, Mr. Charles H",male,,0,0,113796,42.4,,S,81.53,82.77,29617390,82.94,81.48
604,0,3,"Torber, Mr. Ernst William",male,44,0,0,364511,8.05,,S,82.41,84.1,73607220,85.59,82.41
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35,0,0,111426,26.55,,C,84.63,84.32,43286780,84.74,83.65
606,0,3,"Lindell, Mr. Edvard Bengtsson",male,36,1,0,349910,15.55,,S,83.62,84,26824310,84.49,83.54
607,0,3,"Karaic, Mr. Milan",male,30,0,0,349246,7.8958,,S,83.09,81.54,28700450,83.15,81.24
608,1,1,"Daniel, Mr. Robert Williams",male,27,0,0,113804,30.5,,S,80.775,81.48,24156000,82.11,80.37
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22,1,2,SC/Paris 2123,41.5792,,C,82.31,82.47,13678800,83.07,82.15
610,1,1,"Shutes, Miss. Elizabeth W",female,40,0,0,PC 17582,153.4625,C125,S,82.705,83.55,22358670,83.66,82.27
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39,1,5,347082,31.275,,S,83.515,83.17,19612620,83.69,82.44
612,0,3,"Jardin, Mr. Jose Neto",male,,0,0,SOTON/O.Q. 3101305,7.05,,S,83.01,81.93,26868830,83.94,81.92
613,1,3,"Murphy, Miss. Margaret Jane",female,,1,0,367230,15.5,,Q,82.04,82.21,12501090,82.61,81.91
614,0,3,"Horgan, Mr. John",male,,0,0,370377,7.75,,Q,82.17,82.5,15902970,82.8,81.71
615,0,3,"Brocklebank, Mr. William Alfred",male,35,0,0,364512,8.05,,S,82.275,82.63,18936170,83.1,81.84
616,1,2,"Herman, Miss. Alice",female,24,1,2,220845,65,,S,82.32,82.65,17442950,83.42,82.22
617,0,3,"Danbom, Mr. Ernst Gilbert",male,34,1,1,347080,14.4,,S,82.44,80.8,19008980,82.81,80.8
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26,1,0,A/5. 3336,16.1,,S,81.555,82.25,19631440,82.56,81.44
619,1,2,"Becker, Miss. Marion Louise",female,4,2,1,230136,39,F4,S,81.665,82.5,22028080,82.72,80.87
620,0,2,"Gavey, Mr. Lawrence",male,26,0,0,31028,10.5,,S,82.215,82.9,19705200,83.5,82.21
621,0,3,"Yasbeck, Mr. Antoni",male,27,1,0,2659,14.4542,,C,83.195,83.81,24506180,84.34,82.41
622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42,1,0,11753,52.5542,D19,S,83.3,83.38,18313110,83.95,82.88
623,1,3,"Nakid, Mr. Sahid",male,20,1,1,2653,15.7417,,C,83.01,82.72,32754510,83.77,82.14
624,0,3,"Hansen, Mr. Henry Damsgaard",male,21,0,0,350029,7.8542,,S,82.92,85.5,37348640,85.52,82.92
625,0,3,"Bowen, Mr. David John ""Dai""",male,21,0,0,54636,16.1,,S,85.31,84.71,32507390,86.0699,84.52
626,0,1,"Sutton, Mr. Frederick",male,61,0,0,36963,32.3208,D50,S,84.43,83.92,27291310,84.96,83.3
627,0,2,"Kirkland, Rev. Charles Leonard",male,57,0,0,219533,12.35,,Q,83.8,83.39,44405260,84.6,83.07
628,1,1,"Longley, Miss. Gretchen Fiske",female,21,0,0,13502,77.9583,D9,S,82.75,81.12,42047570,83,81
629,0,3,"Bostandyeff, Mr. Guentcho",male,26,0,0,349224,7.8958,,S,80.91,79.25,36732660,81.24,79.17
630,0,3,"O'Connell, Mr. Patrick D",male,,0,0,334912,7.7333,,Q,79.365,78.36,22105760,79.78,78.34
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,80,0,0,27042,30,A23,S,78.07,77.96,19289450,78.12,77.36
632,0,3,"Lundahl, Mr. Johan Svensson",male,51,0,0,347743,7.0542,,S,78.05,78.6,18481750,79.38,77.68
633,1,1,"Stahelin-Maeglin, Dr. Max",male,32,0,0,13214,30.5,B50,C,78.93,78.1,16069270,79.05,77.91
634,0,1,"Parr, Mr. William Henry Marsh",male,,0,0,112052,0,,S,77.57,77.8,20141490,78.43,77.26
635,0,3,"Skoog, Miss. Mabel",female,9,3,2,347088,27.9,,S,77.55,78.5,22965310,79.26,77.55
636,1,2,"Davis, Miss. Mary",female,28,0,0,237668,13,,S,79.44,79.68,18908230,79.91,78.63
637,0,3,"Leinonen, Mr. Antti Gustaf",male,32,0,0,STON/O 2. 3101292,7.925,,S,80.005,80.9,24457940,81.33,79.83
638,0,2,"Collyer, Mr. Harvey",male,31,1,1,C.A. 31921,26.25,,S,81.21,81.23,27792840,81.99,81.05
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41,0,5,3101295,39.6875,,S,80.895,79.3,28057010,81.15,78.85
640,0,3,"Thorneycroft, Mr. Percival",male,,1,0,376564,16.1,,S,79.6,79.61,18602170,79.7,78.52
641,0,3,"Jensen, Mr. Hans Peder",male,20,0,0,350050,7.8542,,S,79.75,79,21645890,79.855,78.52
642,1,1,"Sagesser, Mlle. Emma",female,24,0,0,PC 17477,69.3,B35,C,78.97,80.68,30705140,81.23,78.62
643,0,3,"Skoog, Miss. Margit Elizabeth",female,2,3,2,347088,27.9,,S,80.41,79.88,30980750,81.37,79.72
644,1,3,"Foo, Mr. Choong",male,,0,0,1601,56.4958,,S,79.56,78.5,25546020,80.2,78.5
645,1,3,"Baclini, Miss. Eugenie",female,0.75,2,1,2666,19.2583,,C,78.45,78.5,18871220,79.48,78.1
